country,years,population,migration_count,migration_count_change,migration_percent,migration_percent_change
Benin,2005 - 2009,8655758.8,4614.4,19.8,0.05587127377816672,-0.001257059388161695
Bermuda,2005 - 2009,64894.8,-201.2,-14.6,-0.30941581403028534,-0.02051268940378658
Bhutan,2005 - 2009,681122.4,-621.6,-1373.8,-0.0887605542547956,-0.20867737571360823
Bolivia,2005 - 2009,9712622.6,-13781.4,423.4,-0.14211675719755965,0.0069478353808934
Bosnia and Herzegovina,2005 - 2009,3996280.2,-55504.0,-39.0,-1.3955671576818296,-0.02345950839246736
Botswana,2005 - 2009,1968961.0,4714.4,-81.8,0.23979135356105136,-0.00873643301366618
Brazil,2005 - 2009,190717467.0,-34398.8,-4793.4,-0.018068003792749022,-0.00243486279674094
British Virgin Islands,2005 - 2009,25234.0,734.4,33.4,2.9090703341965405,0.03950226895634124
Brunei Darussalam,2005 - 2009,378630.4,869.2,-138.8,0.23091430258898676,-0.04092069231606982
Bulgaria,2005 - 2009,7548467.2,-5046.2,-568.2,-0.0670076987107846,-0.00802669367644994
Burkina Faso,2005 - 2009,14759476.0,-20729.8,-11557.6,-0.13509405392132864,-0.07753157230022543
Burundi,2005 - 2009,7995829.6,63807.8,27454.2,0.7591944870165428,0.2910965521888631
Cabo Verde,2005 - 2009,504483.6,-3459.2,46.6,-0.6861670959114682,0.0175187444418729
Cambodia,2005 - 2009,13707756.2,-22920.6,-8507.0,-0.16495681406410453,-0.059368200035398645
Cameroon,2005 - 2009,18274945.0,-17609.4,1848.4,-0.09813650965774122,0.01257334610685364
Canada,2005 - 2009,32915993.0,219370.0,9519.2,0.6659121795892589,0.02223086958683646
Cayman Islands,2005 - 2009,49655.2,963.4,-23.6,1.9459250231981506,-0.10850038718977742
Central African Republic,2005 - 2009,4382105.6,-28642.2,-2480.6,-0.6524365179091935,-0.046443037426105775
Chad,2005 - 2009,10737629.8,15309.4,-20255.8,0.14339127344458857,-0.2138045646741579
Channel Islands,2005 - 2009,153233.8,761.2,-18.4,0.4970240139363192,-0.01628739457917356
Chile,2005 - 2009,16500066.6,19743.6,2563.0,0.11937791185793482,0.01452912975510528
China,2005 - 2009,1317708000.0,-450232.2,21628.0,-0.03419673187941146,0.0018116250037948397
Colombia,2005 - 2009,43285932.4,-48042.6,-4199.0,-0.11082105797347568,-0.008727214327599458
Comoros,2005 - 2009,617240.6,-2595.8,136.6,-0.4213642804164417,0.03145596960674316
"Congo, Dem. Rep.",2005 - 2009,60348251.0,2526.4,-10054.0,0.006139236309353096,-0.0158717039201648
"Congo, Rep.",2005 - 2009,3957864.6,38570.4,12120.4,0.9655600312984468,0.2606338832571645
Costa Rica,2005 - 2009,4439825.2,6212.4,-435.0,0.14024797571705888,-0.0119181893586347
Cote d'Ivoire,2005 - 2009,19820836.6,-128533.0,-5468.8,-0.6480542001461771,-0.014325494447679221
Croatia,2005 - 2009,4309281.4,-3009.8,399.6,-0.06984835794117839,0.00928539680694032
Cuba,2005 - 2009,11267285.0,-18166.6,-3359.2,-0.16116516306032874,-0.029648034439803385
Curacao,2005 - 2009,143133.2,1550.2,98.2,1.082884333030362,0.0530340300306417
Cyprus,2005 - 2009,1073947.4,12695.0,-190.6,1.1835260613851994,-0.038563997045799256
Czechia,2005 - 2009,10315497.6,27823.2,1074.0,0.26954411139751777,0.00908070828473512
Denmark,2005 - 2009,5466971.6,13311.4,820.6,0.24332996997202772,0.0139546278402899
Djibouti,2005 - 2009,865398.6,1023.0,1603.4,0.11243901375094514,0.18971024505961448
Dominica,2005 - 2009,68752.0,-322.2,15.2,-0.4686510904853412,0.0223717459956323
Dominican Republic,2005 - 2009,9404430.2,-30766.2,48.2,-0.3272859750119043,0.00475796793910554
Ecuador,2005 - 2009,14254094.2,-11265.0,2486.8,-0.0795704053402817,0.01940141320076384
"Egypt, Arab Rep.",2005 - 2009,82253916.4,-36291.4,-17431.6,-0.0437119849951071,-0.02114116696236098
El Salvador,2005 - 2009,6055134.2,-69983.6,6646.2,-1.1565066315309558,0.11180626539255827
Equatorial Guinea,2005 - 2009,951523.0,18406.8,1300.0,1.9287373352065895,0.05030684530688741
Eritrea,2005 - 2009,2945532.0,-17505.8,-3595.8,-0.601367522696276,-0.11179957034360925
Estonia,2005 - 2009,1342774.0,-3483.8,365.8,-0.2588854267428621,0.026248815846447483
Eswatini,2005 - 2009,1083677.0,-8873.0,-513.4,-0.8182121387958985,-0.04306932062952036
Ethiopia,2005 - 2009,82053973.0,-15956.0,8349.4,-0.02038431526110796,0.010515756110482461
Faroe Islands,2005 - 2009,48361.0,-163.0,-109.8,-0.33705427839064217,-0.22820038384382327
Fiji,2005 - 2009,889353.6,-8383.2,-761.2,-0.9410532007472081,-0.07855212043187236
Finland,2005 - 2009,5290670.8,12896.6,1577.0,0.24351635650815692,0.02899300362742276
France,2005 - 2009,63985793.6,137498.8,-9201.4,0.21511883695585943,-0.01574226647605824
French Polynesia,2005 - 2009,277396.0,-1281.4,-508.4,-0.4570518052874443,-0.17985781970722242
Gabon,2005 - 2009,1552836.2,11942.6,1690.0,0.7639198270943326,0.08842807417673042
"Gambia, The",2005 - 2009,1767041.2,-2533.2,273.0,-0.1444533645037751,0.02091457064822884
Georgia,2005 - 2009,3861168.4,-32061.4,-429.4,-0.8305102610016192,-0.01587211052840512
Germany,2005 - 2009,82224929.8,176232.6,33572.2,0.2144716903701524,0.041123370176556165
Ghana,2005 - 2009,23716141.2,27110.2,-2403.8,0.11435551195825133,-0.013469937888944562
Gibraltar,2005 - 2009,29991.0,316.6,-4.0,1.0567905800120263,-0.02813964396708672
Greece,2005 - 2009,11048201.4,-17151.2,-4545.8,-0.1550425478651907,-0.04089977080809168
Greenland,2005 - 2009,56583.0,-537.8,-44.8,-0.9506766516216197,-0.08082163261851628
Grenada,2005 - 2009,111738.8,-429.4,-30.6,-0.3840625354755815,-0.025178072896770758
Guam,2005 - 2009,164634.6,-2748.4,-113.0,-1.669317612268862,-0.06764896400497708
Guatemala,2005 - 2009,13475625.6,-43589.2,869.6,-0.324090684635675,0.01324880893901352
Guinea,2005 - 2009,9563785.8,-44121.0,4412.0,-0.4660948578126522,0.057275914606597186
Guinea-Bissau,2005 - 2009,1452000.6,-3722.8,464.6,-0.2583047274272532,0.03943310142228522
Guyana,2005 - 2009,756001.0,-13594.6,-294.6,-1.7984603310076896,-0.04327581114310054
Haiti,2005 - 2009,9420979.8,-27111.0,-305.4,-0.2877782112270374,0.00152251941237394
Honduras,2005 - 2009,7922670.8,-5382.4,377.2,-0.06814520282700044,0.00662874020909428
"Hong Kong SAR, China",2005 - 2009,6903440.0,18333.6,2161.4,0.2644430352580778,0.03018892325826512
Hungary,2005 - 2009,10055010.6,17557.0,475.8,0.17461337920535064,0.005027559600136981
Iceland,2005 - 2009,309599.0,2157.8,-1080.8,0.7192168740851754,-0.34281296948321005
India,2005 - 2009,1189415855.2,-729564.6,-117817.2,-0.06119727427368056,-0.00935900969446206
Indonesia,2005 - 2009,234875740.4,-102662.4,891.6,-0.04372480371483204,0.00093729856658598
"Iran, Islamic Rep.",2005 - 2009,72283770.2,181181.0,-54062.2,0.25319567473569743,-0.08031507527587209
Iraq,2005 - 2009,29154519.8,-292585.4,10072.6,-1.0237104425376515,0.02922611381560982
Ireland,2005 - 2009,4371473.2,47481.6,-13616.4,1.1095875609686536,-0.3251831950091998
Isle of Man,2005 - 2009,81131.0,730.6,-11.0,0.900825505507432,-0.022764494726553303
Israel,2005 - 2009,7191660.0,10915.4,-1512.8,0.15265018467409067,-0.024335751205196397
Italy,2005 - 2009,58494773.8,328130.8,-27412.6,0.5605584508877354,-0.04983829369543293
Jamaica,2005 - 2009,2700303.6,-17328.0,463.0,-0.6418781657508467,0.01994676722814054
Japan,2005 - 2009,127947600.0,158891.6,4675.0,0.12418374132137064,0.0036035090097436195
Jordan,2005 - 2009,6328181.0,87816.2,-11533.2,1.4666663929179093,-0.17540316916548362
Kazakhstan,2005 - 2009,15561813.2,16225.0,-239.6,0.10550423574306064,-0.0023302914636142034
Kenya,2005 - 2009,38071279.0,9293.6,-4886.4,0.024187442144400238,-0.014607985068624901
Kiribati,2005 - 2009,102041.4,-364.4,-62.4,-0.35538851805114324,-0.05620662966707124
"Korea, Dem. People's Rep.",2005 - 2009,24348761.0,-2986.2,-59.2,-0.01226288085805996,-0.0001815386515877559
"Korea, Rep.",2005 - 2009,48733806.8,-24074.2,7654.2,-0.04962536459009198,0.015870146358725058
Kosovo,2005 - 2009,1733515.4,-33282.2,-542.8,-1.9200830772676052,-0.019183970734834122
Kuwait,2005 - 2009,2510412.2,88858.8,16703.6,3.542794047394922,0.5816645036045538
Kyrgyz Republic,2005 - 2009,5270280.0,-35169.2,-2468.2,-0.6670221450263012,-0.042339343739188684
Lao PDR,2005 - 2009,6041340.4,-26179.8,2435.0,-0.4330218240520738,0.04941011078364982
Latvia,2005 - 2009,2195294.4,-16482.2,598.0,-0.750365353133398,0.01883007192235592
Lebanon,2005 - 2009,4802252.8,10404.8,-1534.8,0.218795270836952,-0.032651817270368054
Lesotho,2005 - 2009,1988370.4,-10250.6,4500.6,-0.5171018520445012,0.22723829386242095
Liberia,2005 - 2009,3608681.6,52573.8,438.8,1.5273514427361368,0.012521650020890684
Libya,2005 - 2009,6099418.6,16790.8,-6088.4,0.278953155226101,-0.11138750238216985
Liechtenstein,2005 - 2009,35143.6,121.0,1.2,0.34465950455649114,0.00080169819454462
Lithuania,2005 - 2009,3236975.6,-33461.6,944.2,-1.0331577536032126,0.015646182376740682
Luxembourg,2005 - 2009,480844.2,6529.6,452.6,1.3562696227330853,0.07532168580376736
"Macao SAR, China",2005 - 2009,515574.2,11344.8,-50.2,2.2038714078926485,-0.0694019027108142
Madagascar,2005 - 2009,19939623.8,485.0,0.0,0.0024364838698053,-7.214075879061988e-05
Malawi,2005 - 2009,13511554.6,-20264.0,4724.6,-0.15300452630261846,0.03989366285249148
Malaysia,2005 - 2009,27081410.6,231123.6,-9957.6,0.8562909573705084,-0.05500617498008966
Maldives,2005 - 2009,326493.0,4633.8,1118.0,1.3983325584852444,0.31673406730549136
Mali,2005 - 2009,14093751.2,-22928.6,-4724.6,-0.16117564900709946,-0.0288579770136921
Malta,2005 - 2009,407544.4,736.2,180.4,0.1796897288329202,0.0425546925593541
Marshall Islands,2005 - 2009,53998.4,-1626.2,16.6,-3.011368559935795,0.02158251313997654
Mauritania,2005 - 2009,3160609.8,-12954.6,3304.4,-0.41691683856682016,0.11410494420079635
Mauritius,2005 - 2009,1238686.0,-3160.2,28.4,-0.2551459835739097,0.00341761706340568
Mexico,2005 - 2009,108273216.4,-310192.0,-3667.0,-0.2866996526057871,3.0825539469439556e-05
"Micronesia, Fed. Sts.",2005 - 2009,109469.0,-3070.2,13.4,-2.804585440652344,-0.005622540696861739
Moldova,2005 - 2009,2875659.4,-65948.4,-6084.2,-2.2940019941215937,-0.2153551702016629
Monaco,2005 - 2009,32047.6,113.4,180.2,0.3487046417981741,0.5564905781375886
Mongolia,2005 - 2009,2609348.0,-10524.8,-300.8,-0.40325700538373105,-0.008181697218033721
Montenegro,2005 - 2009,616084.8,-2774.2,-284.0,-0.4501322949088662,-0.04545129111807186
Morocco,2005 - 2009,31235085.2,-73194.2,-3099.2,-0.23397091496593836,-0.00688567612092768
Mozambique,2005 - 2009,21301968.0,-53717.4,-4174.0,-0.25176621291451545,-0.013622740323097978
Myanmar,2005 - 2009,48400742.8,-179154.4,2238.4,-0.3703349311880974,0.00702230808997858
Namibia,2005 - 2009,2013477.2,-8658.6,-286.8,-0.4300739288005192,-0.00925982659188874
Nauru,2005 - 2009,10271.0,-252.8,-7.8,-2.461638784556049,-0.08052549756139134
Nepal,2005 - 2009,26685244.2,-277689.8,-17651.0,-1.0399218218001518,-0.0591225902508831
Netherlands,2005 - 2009,16404729.2,19993.4,3192.2,0.12172556480893211,0.01907428271828194
New Caledonia,2005 - 2009,239190.0,564.4,92.4,0.23383520440296196,0.034248517791500996
New Zealand,2005 - 2009,4220940.0,10745.4,-2415.4,0.2557542614525736,-0.06212630468370521
Nicaragua,2005 - 2009,5610065.0,-31501.2,2861.4,-0.5621532203777,0.06052384545797618
Niger,2005 - 2009,14922270.4,-9749.6,10.8,-0.06558672417823286,0.002330484172884211
Nigeria,2005 - 2009,148418555.6,-43806.8,-12985.0,-0.029541442343805742,-0.00859827478844648
North Macedonia,2005 - 2009,2043642.2,-1719.6,232.0,-0.08417609945650521,0.01154282365872584
Northern Mariana Islands,2005 - 2009,63044.6,-4270.4,47.6,-6.789588608121912,-0.2228771150324242
Norway,2005 - 2009,4718011.8,33081.6,5161.8,0.6985785868045719,0.10403008993119542
Oman,2005 - 2009,2606021.2,-1798.4,-772.6,-0.06768590033524699,-0.02805377004208006
Pakistan,2005 - 2009,182084356.0,-537856.6,37272.8,-0.2973054557843403,0.02590560312750708
Palau,2005 - 2009,19348.8,-328.2,-55.8,-1.6986739789916925,-0.30032143891703444
Panama,2005 - 2009,3432134.8,4318.6,233.8,0.12566371392235987,0.00459973412625378
Papua New Guinea,2005 - 2009,6924995.8,48009.2,968.4,0.6937969163181573,-0.007461421324176601
Paraguay,2005 - 2009,5589884.0,-43485.4,160.4,-0.7782251015238949,0.01039556147769752
Peru,2005 - 2009,28588848.6,-228918.6,-5034.2,-0.8008133069057815,-0.01200169650055202
Philippines,2005 - 2009,89584747.8,-219839.0,-9881.6,-0.24568049384146157,-0.006751204400137739
Poland,2005 - 2009,38140926.8,-20923.4,6256.8,-0.05486539708798018,0.0163926617060937
Portugal,2005 - 2009,10539001.2,16709.8,-291.4,0.15858680510524284,-0.003018008333772168
Puerto Rico,2005 - 2009,3782169.4,-31891.0,574.4,-0.84293175197362,0.011465147648626259
Qatar,2005 - 2009,1230042.8,164100.2,19816.0,13.923080484037262,1.0654209987383292
Romania,2005 - 2009,20860357.8,-130054.6,-4559.8,-0.6238358291248287,-0.027678088826556
Russian Federation,2005 - 2009,142980256.0,331972.4,27041.0,0.23225859027218795,0.019237045871521464
Rwanda,2005 - 2009,9529053.2,-18594.2,763.0,-0.1964911425291777,0.01296593687449448
Samoa,2005 - 2009,190689.2,-3484.6,154.0,-1.828633702277959,0.0910184756908543
San Marino,2005 - 2009,30319.6,332.0,6.6,1.097550222937267,0.006759432788389775
Sao Tome and Principe,2005 - 2009,169876.4,-1132.6,-63.0,-0.6656039468939837,-0.02095206181939614
Saudi Arabia,2005 - 2009,26420346.4,491444.0,96815.4,1.864786127455814,0.33844946813236343
Senegal,2005 - 2009,11573854.2,-43035.8,-523.2,-0.3721511471269485,0.00512029840171078
Serbia,2005 - 2009,7380989.2,159.4,-86.8,0.0021520035662068,-0.0011606497074338998
Seychelles,2005 - 2009,85349.0,281.6,14.4,0.3295060916718791,0.01321285938793706
Sierra Leone,2005 - 2009,5956594.6,-4514.4,-1150.4,-0.08206742064797544,-0.028402057222725707
Singapore,2005 - 2009,4616539.0,133104.6,25463.6,2.8723961572778096,0.4981934147396852
Sint Maarten (Dutch part),2005 - 2009,33693.0,26.4,2.8,0.07804952121939249,0.007894856950978841
Slovak Republic,2005 - 2009,5377224.4,405.4,274.6,0.007530779280560081,0.00510021569230992
Slovenia,2005 - 2009,2017289.8,7912.2,-80.2,0.39230815860340595,-0.005620385315553681
Solomon Islands,2005 - 2009,504873.8,-2818.4,33.2,-0.5590840186859234,0.0186462635923468
Somalia,2005 - 2009,11109052.8,-53701.8,-23829.6,-0.4726188438082633,-0.20786640035436568
South Africa,2005 - 2009,50048317.6,35935.0,-3489.0,0.07171472267901477,-0.00805962606494694
South Sudan,2005 - 2009,8432621.8,151767.0,5788.4,1.8045593035140999,0.00032058440563667025
Spain,2005 - 2009,45118865.8,525503.8,-106103.2,1.173032500119018,-0.25171689007666453
Sri Lanka,2005 - 2009,20078269.4,-17279.0,1302.4,-0.08705220613378503,0.006409697720280824
St. Kitts and Nevis,2005 - 2009,47011.2,-192.8,11.4,-0.4102921254535675,0.02557024576993248
St. Lucia,2005 - 2009,167527.6,13.2,63.6,0.007336121323446141,0.037941977827106996
St. Martin (French part),2005 - 2009,34839.0,83.8,-33.4,0.2450333953774267,-0.10162668577958947
St. Vincent and the Grenadines,2005 - 2009,110890.0,-1713.6,13.4,-1.5451031755534783,0.004474409753979398
Sudan,2005 - 2009,31215620.8,-37673.2,1456.2,-0.11740949645473989,0.011938662616738602
Suriname,2005 - 2009,528022.8,-1349.4,94.0,-0.2559639863472015,0.021001185721787902
Sweden,2005 - 2009,9155264.2,46828.0,3872.2,0.5108840101267429,0.039014174631129515
Switzerland,2005 - 2009,7572734.4,60909.4,6085.0,0.8011183996056719,0.0737901132205307
Syrian Arab Republic,2005 - 2009,20403970.0,208578.2,-12722.4,1.0686916770204704,-0.060356262079509546
Tajikistan,2005 - 2009,7193635.2,-32580.6,-2318.4,-0.4520966237406806,-0.024451548921654
Tanzania,2005 - 2009,41709374.2,-178434.8,-39604.8,-0.4227094318274183,-0.08170305167634515
Thailand,2005 - 2009,66821906.4,82409.8,-6542.6,0.12325042055059163,-0.010996329654611739
Timor-Leste,2005 - 2009,1018371.0,-2459.0,355.6,-0.2386471694186844,0.047123635445882835
Togo,2005 - 2009,6050896.0,6880.4,-198.0,0.11406035504244572,-0.002623061168727714
Tonga,2005 - 2009,106507.4,-1954.8,-57.2,-1.8348688907583082,-0.04666910474518336
Trinidad and Tobago,2005 - 2009,1384969.8,-3538.0,89.6,-0.25556962812119133,0.00786500910059786
Tunisia,2005 - 2009,10583436.2,-28719.2,-570.4,-0.27149812657638595,-0.00311481467623
Turkiye,2005 - 2009,70464256.4,-42324.2,3845.6,-0.06040840288127288,0.0050928832040953165
Turkmenistan,2005 - 2009,5029147.6,-9345.6,-72.2,-0.18575251245573016,0.0012833024942781998
Turks and Caicos Islands,2005 - 2009,26278.8,843.0,21.4,3.2117587584552796,-0.06180363003554505
Tuvalu,2005 - 2009,10154.2,-4.4,4.2,-0.044570290370946286,0.04180669615250824
Uganda,2005 - 2009,29654400.2,-157201.6,-5161.6,-0.5304508365429206,-0.0025424447569460202
Ukraine,2005 - 2009,46542766.4,10652.6,5941.6,0.02301622123002106,0.012754011766049119
United Arab Emirates,2005 - 2009,6006780.0,796380.4,132075.6,13.246328826944737,1.3445649378832651
United Kingdom,2005 - 2009,61330750.8,276464.2,7470.6,0.45068355999453624,0.008964445989130461
United States,2005 - 2009,301198642.6,1095620.8,-33879.8,0.36394945858113725,-0.0147768683223761
Uruguay,2005 - 2009,3329776.0,-11594.6,1430.2,-0.34843460953763117,0.04362510310223388
Uzbekistan,2005 - 2009,26918690.0,-26807.0,3692.0,-0.0999742429114054,0.01535448059972458
Vanuatu,2005 - 2009,228508.2,-527.6,-51.0,-0.23007665899446256,-0.016725504755239862
"Venezuela, RB",2005 - 2009,27511537.6,-35122.6,-7897.6,-0.12684089176805108,-0.027268532891238362
Vietnam,2005 - 2009,84787265.6,-103043.2,26360.6,-0.12220863386060773,0.03224289379835294
Virgin Islands (U.S.),2005 - 2009,108392.0,-556.4,111.0,-0.5133344144780324,0.10227642082741477
West Bank and Gaza,2005 - 2009,3500460.4,-24366.0,1389.2,-0.6976446418179874,0.06255681915667646
"Yemen, Rep.",2005 - 2009,22657420.0,-31703.0,14966.2,-0.14132848372605333,0.07587173979345527
Zambia,2005 - 2009,12421912.6,39801.4,7407.4,0.319568838119799,0.05338102660040106
Zimbabwe,2005 - 2009,12447193.6,-130672.4,4626.0,-1.0498561564382096,0.047021182310914914
